Fecha_Accidente,DIRECCION ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMAS
2021-10-31,CR 59B CL77B Y 78,Conductor,herido,Volcamiento,M,49,1
2021-10-31,CR 59B CL77B Y 78,Pasajero,herido,Volcamiento,F,48,1
2021-11-01,CALLE 34B CARRERA 45B,Motociclista,herido,Choque,M,28,1
2021-11-01,CALLE 6 CON CARRERA 30,Motociclista,herido,Choque,M,33,1
2021-11-01,CALLE 84 # 52-76,Conductor,herido,Choque,M,46,1
2021-11-01,CALLE 84 # 52-76,Motociclista,herido,Choque,M,29,1
2021-11-01,VIA GALAPA - BARRANQUILLA  KM 116 + 350,Acompañante,herido,Choque,M,25,1
2021-11-01,VIA GALAPA - BARRANQUILLA  KM 116 + 350,Motociclista,herido,Choque,M,64,1
2021-11-01,CL 90 CR 1F,Acompañante,herido,Otro,M,34,1
2021-11-01,CL 90 CR 1F,Motociclista,herido,Otro,M,31,1
2021-11-02,CL 30 CR 42B,Peaton,herido,Atropello,M,64,1
2021-11-02,CARRERA 56 CALLE 81 ESQ.,Motociclista,herido,Choque,M,22,1
2021-11-02,CL 103 CR 29,Motociclista,herido,Choque,M,49,1
2021-11-02,CL 43 CR 32,Motociclista,herido,Choque,M,43,1
2021-11-03,CALLE 94 CON CARRERA 71,Peaton,herido,Atropello,F,47,1
2021-11-03,CL 34 43 32,Pasajero,herido,Choque,M,11,1
2021-11-03,CL 34 43 32,Pasajero,herido,Choque,M,67,1
2021-11-03,CL 75 CR 49,Motociclista,herido,Choque,M,42,1
2021-11-03,CR 18 CL 39,Ciclista,herido,Choque,M,13,1
2021-11-03,CL 47 CR 38,Pasajero,herido,Otro,F,28,1
2021-11-04,CR 51B 98 27,Peaton,herido,Atropello,M,35,2
2021-11-04,CALLE 44 CARRERA 35,Motociclista,herido,Choque,M,33,1
2021-11-04,VIA 40 CL 70 61,Pasajero,herido,Choque,F,44,1
2021-11-04,VIA 40 CL 70 61,Pasajero,herido,Choque,M,21,1
2021-11-05,CR 38 CL 38,Peaton,herido,Atropello,M,51,1
2021-11-05,CR 24 CL 31,Pasajero,herido,Choque,M,1,1
2021-11-05,CR 24 CL 31,Pasajero,herido,Choque,M,20,1
2021-11-05,CR 24 CL 31,Pasajero,herido,Choque,M,22,2
2021-11-05,CR 24 CL 31,Pasajero,herido,Choque,M,51,1
2021-11-05,CR 24 CL 31,Pasajero,herido,Choque,M,68,1
2021-11-06,CR 45 CL 50,Peaton,herido,Atropello,M,73,1
2021-11-06,CALLE 51  CARRERA 22,Motociclista,herido,Choque,M,21,1
2021-11-06,CR 38 CL 81D Y 83,Conductor,herido,Choque,M,28,1
2021-11-06,CR 38 CL 81D Y 83,Pasajero,herido,Choque,M,32,1
2021-11-06,CR 3C 53 51,Acompañante,herido,Choque,M,34,1
2021-11-06,CR 3C 53 51,Motociclista,herido,Choque,M,68,1
2021-11-07,CL 45B 7C 57,Motociclista,herido,Atropello,M,24,1
2021-11-07,CL 45B 7C 57,Peaton,herido,Atropello,M,4,1
2021-11-07,CALLE 110 CARRERA 21,Acompañante,herido,Choque,F,42,1
2021-11-07,CALLE 110 CARRERA 21,Motociclista,herido,Choque,M,42,1
2021-11-07,CALLE 30 CARRERA 29,Motociclista,herido,Choque,M,65,1
2021-11-07,CL 70B CR 32,Acompañante,herido,Choque,M,33,1
2021-11-07,CL 70B CR 32,Motociclista,herido,Choque,M,45,1
2021-11-08,CR 53 CL 72,Peaton,herido,Atropello,M,58,1
2021-11-08,AV. CORDIALIDAD # 20-114,Conductor,herido,Choque,M,39,1
2021-11-08,AV. CORDIALIDAD # 20-114,Conductor,herido,Choque,M,41,1
2021-11-08,CARRERA 21 CALLE 87,Motociclista,muerto,Choque,M,37,1
2021-11-08,VIA 40 # 70-14,Motociclista,herido,Choque,M,30,1
2021-11-08,VIA JUAN MINA KM 2  LOTE VILLA HELGAS,Conductor,herido,Choque,M,62,1
2021-11-08,VIA JUAN MINA KM 2  LOTE VILLA HELGAS,Pasajero,herido,Choque,F,30,1
2021-11-09,CALLE 31 CARRERA 24,Pasajero,herido,Choque,F,36,1
2021-11-09,CALLE 31 CARRERA 24,Pasajero,herido,Choque,M,21,1
2021-11-09,CALLE 31 CARRERA 24,Pasajero,herido,Choque,M,22,1
2021-11-09,CALLE 31 CARRERA 24,Pasajero,herido,Choque,M,23,1
2021-11-09,CALLE 31 CARRERA 24,Pasajero,herido,Choque,M,28,1
2021-11-09,CALLE 31 CARRERA 24,Pasajero,herido,Choque,M,37,1
2021-11-09,CALLE 31 CARRERA 24,Pasajero,herido,Choque,M,46,1
2021-11-09,CALLE 31 CARRERA 24,Pasajero,herido,Choque,M,50,1
2021-11-09,CALLE 31 CARRERA 24,Pasajero,herido,Choque,M,53,1
2021-11-09,CALLE 51 B  CON CARRERA 4 C,Motociclista,herido,Choque,F,26,1
2021-11-09,CARRERA 29 CALLE 35,Acompañante,herido,Choque,F,36,1
2021-11-09,CARRERA 29 CALLE 35,Motociclista,herido,Choque,M,42,1
2021-11-09,CARRERA 44 CALLE 51,Ciclista,herido,Choque,M,38,1
2021-11-09,CL 6 CR 46,Conductor,herido,Choque,M,37,1
2021-11-09,CL 70C CR 82,Motociclista,herido,Choque,M,39,1
2021-11-09,CR 13 CL 108,Pasajero,herido,Choque,M,30,1
2021-11-10,CALLE 15 SUR CARRERA 80,Acompañante,herido,Choque,F,32,1
2021-11-10,CALLE 15 SUR CARRERA 80,Acompañante,herido,Choque,M,26,1
2021-11-10,CALLE 15 SUR CARRERA 80,Motociclista,herido,Choque,F,34,1
2021-11-10,CALLE 15 SUR CARRERA 80,Motociclista,herido,Choque,M,26,1
2021-11-10,CALLE 85 CON CARRERA 47,Acompañante,herido,Choque,F,32,1
2021-11-10,CALLE 85 CON CARRERA 47,Motociclista,herido,Choque,M,33,1
2021-11-10,CARRERA 43 CON CALLE 53,Ciclista,herido,Choque,M,30,1
2021-11-10,CARRERA 44 CON CALLE 42,Conductor,herido,Choque,M,71,1
2021-11-10,CARRERA 44 CON CALLE 42,Pasajero,herido,Choque,F,22,1
2021-11-10,CARRERA 44 CON CALLE 42,Pasajero,herido,Choque,F,27,1
2021-11-10,CARRERA 49 CALLE 68,Conductor,herido,Choque,M,25,1
2021-11-10,CARRERA 60 # 70-120,Motociclista,herido,Choque,M,54,1
2021-11-10,CL 100 CR 43,Acompañante,herido,Choque,M,22,1
2021-11-10,CL 110 CR 6H,Motociclista,muerto,Otro,M,14,1
2021-11-11,CALLE 21 CARRERA 26,Acompañante,herido,Caida Ocupante,M,22,1
2021-11-11,CALLE 21 CARRERA 26,Motociclista,herido,Caida Ocupante,M,48,1
2021-11-11,CALLE 17  # 21-88,Pasajero,herido,Choque,F,20,1
2021-11-11,CALLE 17  # 21-88,Pasajero,herido,Choque,F,23,1
2021-11-11,CALLE 17  # 21-88,Pasajero,herido,Choque,F,30,1
2021-11-11,CALLE 17  # 21-88,Pasajero,herido,Choque,F,33,1
2021-11-11,CALLE 17  # 21-88,Pasajero,herido,Choque,F,35,1
2021-11-11,CALLE 17  # 21-88,Pasajero,herido,Choque,F,37,1
2021-11-11,CALLE 17  # 21-88,Pasajero,herido,Choque,F,41,1
2021-11-11,CALLE 17  # 21-88,Pasajero,herido,Choque,F,42,1
2021-11-11,CALLE 17  # 21-88,Pasajero,herido,Choque,M,45,1
2021-11-11,CALLE 17  # 21-88,Pasajero,herido,Choque,M,68,1
2021-11-11,CALLE 17  # 21-88,Pasajero,herido,Choque,M,73,1
2021-11-11,CARRERA 43  CALLE 53,Pasajero,herido,Choque,F,23,1
2021-11-11,CARRERA 43  CALLE 53,Pasajero,herido,Choque,M,32,1
2021-11-11,CL 78 CR 57,Motociclista,herido,Choque,M,44,1
2021-11-12,AV CORDIALIDAD 11 30,Motociclista,herido,Choque,M,29,1
2021-11-12,CALLE 31 # 21B-21,Acompañante,herido,Choque,F,41,1
2021-11-12,CALLE 31 CON CARRERA 24,Pasajero,herido,Choque,M,29,1
2021-11-12,CALLE 74 CON CRA 55,Motociclista,herido,Choque,M,21,1
2021-11-12,CALLE 90 CARRERA 57,Acompañante,herido,Choque,F,30,1
2021-11-12,CALLE 90 CARRERA 57,Acompañante,herido,Choque,F,52,1
2021-11-12,CALLE 90 CARRERA 57,Conductor,herido,Choque,F,25,1
2021-11-12,CARRERA 20 CON CALLE 39,Acompañante,herido,Choque,M,49,1
2021-11-12,CARRERA 20 CON CALLE 39,Motociclista,herido,Choque,M,29,1
2021-11-12,CARRERA 26 CON CALLE 48,Acompañante,herido,Choque,M,36,1
2021-11-12,CARRERA 26 CON CALLE 48,Motociclista,herido,Choque,M,48,1
2021-11-12,CR 38 CL 61,Acompañante,herido,Choque,M,61,1
2021-11-12,CR 38 CL 61,Motociclista,herido,Choque,M,28,1
2021-11-13,CALLE 46  AV CIRCUNVALAR,Motociclista,herido,Choque,M,26,1
2021-11-13,CALLE 46  AV CIRCUNVALAR,Motociclista,herido,Choque,M,28,1
2021-11-13,CARRERA 22 CON CALLE 44,Motociclista,herido,Choque,M,29,1
2021-11-13,CL 76 CR 47,Conductor,herido,Choque,M,31,1
2021-11-13,CR 3B 52 41,Acompañante,herido,Choque,M,43,1
2021-11-15,CALLE 47 CARRERA 38,Peaton,herido,Atropello,M,62,1
2021-11-15,CALLE 60 CARRERA 20,Acompañante,herido,Caida Ocupante,M,28,1
2021-11-15,CALLE 60 CARRERA 20,Motociclista,herido,Caida Ocupante,M,34,1
2021-11-15,AVENIDA CIRCUNVALAR  CALLE 49,Motociclista,herido,Choque,M,38,1
2021-11-15,CARRERA 12 CON CALLE 23,Acompañante,herido,Choque,F,40,1
2021-11-15,CR 8G CL 97 83,Motociclista,muerto,Choque,M,17,1
2021-11-16,CALLE 30  CARRERA 18,Peaton,herido,Atropello,M,74,1
2021-11-16,CL 53D CR 26,Ciclista,herido,Choque,M,24,1
2021-11-17,CL 82 FRENTE  50 50,Peaton,herido,Atropello,M,64,1
2021-11-17,CALLE 45 C CON CARRERA 2 E,Acompañante,herido,Choque,M,73,1
2021-11-17,CALLE 80 B CARRERA 42 B,Motociclista,herido,Choque,M,19,1
2021-11-17,CL 56 CR 10,Acompañante,herido,Choque,M,31,1
2021-11-17,CR 17B CL 24,Motociclista,herido,Choque,M,46,1
2021-11-17,CR 50 CL 48,Acompañante,herido,Choque,M,25,1
2021-11-17,CR 50 CL 48,Conductor,herido,Choque,M,58,1
2021-11-17,CR 6 CL 76,Conductor,herido,Choque,M,44,1
2021-11-18,CARRERA 25 B CALLE 72 C,Motociclista,herido,Choque,M,22,1
2021-11-18,CR 11 CL 35B,Pasajero,herido,Choque,M,48,1
2021-11-18,CR 9G CL 116,Motociclista,herido,Choque,F,23,1
2021-11-19,CALLE 93 CARRERA 42 C,Motociclista,herido,Atropello,M,40,1
2021-11-19,CALLE 93 CARRERA 42 C,Peaton,herido,Atropello,M,33,1
2021-11-19,CALLE 110 CON CARRERA 4 B,Acompañante,herido,Caida Ocupante,M,31,1
2021-11-19,CALLE 110 # 71-82,Pasajero,herido,Choque,F,1,1
2021-11-19,CALLE 110 # 71-82,Pasajero,herido,Choque,F,15,1
2021-11-19,CALLE 110 # 71-82,Pasajero,herido,Choque,F,39,1
2021-11-19,CALLE 110 # 71-82,Pasajero,herido,Choque,F,56,1
2021-11-19,CALLE 110 # 71-82,Pasajero,herido,Choque,M,23,1
2021-11-19,CL 47 CR 19,Motociclista,herido,Choque,M,24,1
2021-11-19,CL 91 CR 57,Conductor,herido,Choque,M,26,1
2021-11-19,CL 91 CR 57,Conductor,herido,Choque,M,69,1
2021-11-19,CL 91 CR 57,Pasajero,herido,Choque,M,59,1
2021-11-19,CR 43 CL 40,Acompañante,herido,Choque,M,26,1
2021-11-19,CR 43 CL 40,Pasajero,herido,Choque,M,27,1
2021-11-19,CR 43 CL 40,Pasajero,herido,Choque,M,28,1
2021-11-19,CR 43 CL 40,Pasajero,herido,Choque,M,33,1
2021-11-19,CR 49C CL 87,Acompañante,herido,Choque,M,43,1
2021-11-19,CR 49C CL 87,Conductor,herido,Choque,M,47,1
2021-11-19,CR 49C CL 87,Pasajero,herido,Choque,M,32,1
2021-11-19,CR 49C CL 87,Pasajero,herido,Choque,M,43,1
2021-11-20,CARRERA 15 CALLE 27,Peaton,herido,Atropello,M,57,1
2021-11-20,CALLE 17 CARRERA 38,Acompañante,herido,Choque,F,42,1
2021-11-20,CARRERA 6 B  CON CALLE 41,Acompañante,herido,Choque,F,47,1
2021-11-20,CARRERA 6 B  CON CALLE 41,Motociclista,herido,Choque,M,46,1
2021-11-21,CALLE 75 CON CARRERA 49,Motociclista,herido,Choque,M,60,1
2021-11-21,CALLE 77 CARRERA 14,Motociclista,herido,Choque,M,28,1
2021-11-21,CR 38 CL 58,Motociclista,herido,Choque,M,23,1
2021-11-22,CARRERA 38 CON CALLE 76,Peaton,herido,Atropello,M,42,1
2021-11-22,AV CIRCUNVALAR CON CARRERA 46,Motociclista,herido,Choque,M,54,1
2021-11-22,CALLE 30 CARRERA 44,Pasajero,herido,Choque,F,61,1
2021-11-22,CALLE 84 CARRERA 70,Conductor,herido,Choque,M,22,1
2021-11-22,CARRERA 2 F CON CALLE 49,Motociclista,herido,Choque,M,37,1
2021-11-22,CARRERA 46 CALLE 91,Acompañante,herido,Choque,F,41,1
2021-11-22,CARRERA 46 CALLE 91,Motociclista,herido,Choque,M,42,1
2021-11-22,CL 19 CR 1F,Ciclista,herido,Choque,M,53,1
2021-11-23,VIA 40 CL 69 Y 70,Peaton,herido,Atropello,M,40,1
2021-11-23,CALLE 82 CON CARRERA 43,Pasajero,herido,Caida Ocupante,F,30,1
2021-11-23,CALLE 72 CARRERA 56,Motociclista,herido,Choque,M,28,1
2021-11-23,CR 52 CL 80,Conductor,herido,Choque,M,38,1
2021-11-23,CR 52 CL 80,Motociclista,herido,Choque,M,24,1
2021-11-23,CR 6 CL 73C 55,Acompañante,herido,Choque,M,5,1
2021-11-23,CR 6 CL 73C 55,Ciclista,herido,Choque,M,28,1
2021-11-24,CR 43 72 252,Peaton,herido,Atropello,M,60,1
2021-11-24,CALLE 45 CARRERA 30,Pasajero,herido,Choque,F,42,1
2021-11-24,CALLE 45 CARRERA 30,Pasajero,herido,Choque,M,42,1
2021-11-24,CL 31 CR 24,Conductor,herido,Choque,M,62,1
2021-11-24,CL 31 CR 24,Pasajero,herido,Choque,F,29,1
2021-11-24,CL 31 CR 24,Pasajero,herido,Choque,F,46,1
2021-11-24,CL 31 CR 24,Pasajero,herido,Choque,F,55,1
2021-11-24,CL 31 CR 24,Pasajero,herido,Choque,F,60,1
2021-11-24,CL 31 CR 24,Pasajero,herido,Choque,F,72,1
2021-11-24,CR 38 CL 83,Motociclista,herido,Choque,M,31,1
2021-11-24,VIA 40 ENTRADA A LAS FLORES,Acompañante,herido,Choque,M,56,1
2021-11-25,CR 4 CL 42 41B,Motociclista,herido,Atropello,M,22,1
2021-11-25,CR 4 CL 42 41B,Peaton,herido,Atropello,M,58,1
2021-11-25,CR 43 CL 70B 45,Peaton,herido,Atropello,M,46,1
2021-11-25,CL 31 CR 24,Acompañante,herido,Choque,M,23,1
2021-11-25,CL 31 CR 24,Motociclista,herido,Choque,M,28,1
2021-11-26,AV CIRCUNVALAR CR 3,Pasajero,herido,Choque,M,40,1
2021-11-26,AV CIRCUNVALAR CR 3,Pasajero,herido,Choque,M,64,1
2021-11-26,AV CIRCUNVALAR CR 3,Pasajero,herido,Choque,M,67,2
2021-11-26,CALLE 83 CARRERA 42 B 1,Acompañante,herido,Choque,M,33,1
2021-11-27,CARRERA 2 CON CALLE 37 D,Motociclista,herido,Atropello,M,21,1
2021-11-27,CARRERA 2 CON CALLE 37 D,Peaton,herido,Atropello,M,70,1
2021-11-27,CARRERA 43 # 69-104,Acompañante,herido,Choque,F,24,1
2021-11-27,CARRERA 43 # 69-104,Motociclista,herido,Choque,M,26,1
2021-11-27,CARRERA 46 CON CALLE 69,Pasajero,herido,Choque,F,34,1
2021-11-27,CR 45B CL 94,Conductor,herido,Choque,F,21,1
2021-11-27,CR 46 CL 40,Ciclista,herido,Choque,M,33,1
2021-11-27,CR 57 CL 90,Peaton,herido,Choque,F,41,1
2021-11-28,AV. CINCURVALAR # 46,Acompañante,herido,Choque,F,27,1
2021-11-28,CALLE 17 CARRERA 30,Ciclista,herido,Choque,M,66,1
2021-11-28,CALLE 40 CRA 7C,Acompañante,herido,Choque,M,56,1
2021-11-28,CALLE 40 CRA 7C,Motociclista,herido,Choque,M,23,1
2021-11-28,CALLE 57 CARRERA 25,Conductor,herido,Choque,M,31,1
2021-11-28,CARRERA 14 CALLE 64,Motociclista,herido,Choque,M,26,1
2021-11-28,CARRERA 21 CALLE 99,Motociclista,herido,Choque,M,31,1
2021-11-28,CL 31 CR 24,Motociclista,herido,Choque,M,29,1
2021-11-28,CR 46 CL 110,Acompañante,herido,Choque,F,27,1
2021-11-28,CR 46 CL 110,Conductor,herido,Choque,M,36,1
2021-11-29,CALLE 43 CARRERA 40,Motociclista,herido,Choque,M,27,1
2021-11-29,CALLE 83 CARRERA 42 B1,Ciclista,herido,Choque,M,58,1
2021-11-29,CL 24 CR 15,Acompañante,herido,Choque,M,50,1
2021-11-29,CL 61 CR 25,Motociclista,herido,Choque,M,28,1
2021-11-29,CL 91 CR 64,Motociclista,herido,Choque,M,21,1
2021-11-29,CR 15 CL 57,Motociclista,herido,Choque,M,40,1
2021-11-29,VIA 40 CALLE 68,Motociclista,herido,Choque,M,44,1
2021-11-30,CALLE 31  CON CARRERA 29,Motociclista,herido,Choque,M,28,1
2021-11-30,CALLE 51 CARRERA 41,Pasajero,herido,Choque,M,66,1
2021-11-30,CR 44 CL 47,Pasajero,herido,Choque,F,52,1
2021-11-30,CR 44 CL 47,Pasajero,herido,Choque,M,25,1
2021-11-30,CR 44 CL 47,Pasajero,herido,Choque,M,34,1
2021-12-01,CARRERA 38 CON CALLE 117 B,Motociclista,herido,Choque,M,20,1
2021-12-02,CALLE 19 CARRERA 4 C,Motociclista,herido,Choque,M,34,1
2021-12-02,CALLE 75 CARRERA  72,Acompañante,herido,Choque,F,49,1
2021-12-02,CALLE 75 CARRERA  72,Conductor,herido,Choque,M,53,1
2021-12-02,CL 47 CR 30,Motociclista,herido,Choque,M,45,1
2021-12-02,CR 49C CL 86,Acompañante,herido,Choque,F,55,1
2021-12-02,CR 49C CL 86,Conductor,herido,Choque,M,62,1
2021-12-02,CALLE 110 VIA 40,Motociclista,herido,Otro,M,38,1
2021-12-03,CL 72 CR 53,Pasajero,herido,Caida Ocupante,M,40,1
2021-12-03,CALLE 35 CARRERA 30,Ciclista,herido,Choque,M,20,1
2021-12-03,CARRERA 38 CALLE 17,Ciclista,herido,Choque,M,67,1
2021-12-03,CARRERA 45 CON CALLE 80,Motociclista,herido,Choque,M,32,1
2021-12-04,AV. CIRCUNVALAR  CARRERA 6,Pasajero,herido,Caida Ocupante,F,33,1
2021-12-04,CALLE 82 ENTRE 47 Y 46,Motociclista,herido,Choque,M,30,1
2021-12-04,CARRERA 24 CALLE 63 B,Motociclista,herido,Choque,M,26,1
2021-12-04,CL 51 CR 21,Motociclista,herido,Choque,F,25,1
2021-12-04,CR 4 CL 35,Motociclista,herido,Choque,M,23,1
2021-12-04,CR 4 CL 35,Motociclista,herido,Choque,M,39,1
2021-12-04,CR 4 CL 35,Pasajero,herido,Choque,M,22,1
2021-12-04,CR 4 CL 35,Pasajero,herido,Choque,M,34,1
2021-12-05,AV CIRCUNVALAR CARRERA 9G,Acompañante,herido,Choque,F,27,1
2021-12-05,AV CIRCUNVALAR CARRERA 9G,Acompañante,herido,Choque,M,18,1
2021-12-05,AV CIRCUNVALAR CARRERA 9G,Motociclista,herido,Choque,M,35,1
2021-12-05,CALLE 30 CARRERA 25,Pasajero,herido,Choque,F,20,1
2021-12-05,CALLE 30 CARRERA 25,Pasajero,herido,Choque,F,57,1
2021-12-05,CALLE 30 CARRERA 25,Pasajero,herido,Choque,M,53,1
2021-12-05,CALLE 42 CARRERA 35,Motociclista,herido,Choque,M,23,1
2021-12-05,CL 31 CR 24,Pasajero,herido,Choque,M,21,1
2021-12-05,CR 9M 94 28,Motociclista,herido,Choque,M,26,1
2021-12-06,CL 49 CR 1A 4,Peaton,herido,Atropello,M,5,1
2021-12-06,CL 49 CR 1A 4,Peaton,herido,Atropello,M,39,1
2021-12-06,CALLE 110 CON CARRERA 9 D,Pasajero,herido,Caida Ocupante,F,52,1
2021-12-06,CALLE 24 CARRERA 17 B,Acompañante,herido,Choque,M,29,1
2021-12-06,CALLE 24 CARRERA 17 B,Motociclista,herido,Choque,M,31,1
2021-12-06,CALLE 84 CON CARRERA 42 B1,Motociclista,herido,Choque,M,21,1
2021-12-06,CALLE 94 CON CARRERA 72,Ciclista,herido,Choque,M,20,1
2021-12-06,CARRERA 42 CON CALLE 84,Motociclista,herido,Choque,M,24,1
2021-12-06,CR 41 73 23,Pasajero,herido,Choque,F,34,1
2021-12-07,AVENIDA CIRCUNVALAR  CALLE 110 CARRERA  46,Peaton,herido,Atropello,M,42,1
2021-12-07,CALLE 31 CARRERA 24,Acompañante,herido,Choque,M,21,1
2021-12-07,CALLE 31 CARRERA 24,Motociclista,herido,Choque,M,40,1
2021-12-07,CALLE 45 CARRERA 7 F,Conductor,herido,Choque,M,47,1
2021-12-07,CALLE 47 CARRERA 7 SUR,Motociclista,herido,Choque,M,32,1
2021-12-07,CALLE 68 # 32-62,Conductor,herido,Choque,M,38,1
2021-12-07,CALLE 68 # 32-62,Conductor,herido,Choque,M,40,1
2021-12-07,CALLE 68 # 32-62,Pasajero,herido,Choque,F,18,1
2021-12-07,CALLE 68 # 32-62,Pasajero,herido,Choque,M,24,1
2021-12-07,CARRERA 22 CALLE 44,Acompañante,herido,Choque,M,62,1
2021-12-07,CARRERA 50B CALLE 44,Motociclista,herido,Choque,M,26,1
2021-12-07,CARRERA 60 CON CALLE 75,Acompañante,herido,Choque,F,6,1
2021-12-07,CARRERA 60 CON CALLE 75,Acompañante,herido,Choque,F,29,1
2021-12-07,CARRERA 60 CON CALLE 75,Acompañante,herido,Choque,F,57,1
2021-12-07,CARRERA 8 CALLE 35,Acompañante,herido,Choque,F,23,1
2021-12-07,CARRERA 9 G  CALLE 130,Acompañante,herido,Choque,F,53,1
2021-12-08,CALLE 52 C # 8B-28,Motociclista,herido,Atropello,M,29,1
2021-12-08,CALLE 52 C # 8B-28,Peaton,herido,Atropello,F,82,1
2021-12-08,CALLE 73 CARRERA 15,Peaton,herido,Atropello,F,43,1
2021-12-08,CALLE 73 CARRERA 15,Peaton,herido,Atropello,M,28,1
2021-12-08,CALLE 73 CARRERA 15,Peaton,herido,Atropello,M,47,1
2021-12-08,CALLE 73 CARRERA 15,Peaton,herido,Atropello,M,53,1
2021-12-08,AV. CIRCUNVALAR CARRERA 31,Pasajero,herido,Choque,F,42,1
2021-12-08,CALLE 110 # 43-40,Conductor,herido,Choque,M,36,1
2021-12-08,CALLE 110 CARRERA 39,Motociclista,herido,Choque,M,29,1
2021-12-08,CARRERA 4  ENTRE CALLE 30 Y 31,Motociclista,herido,Choque,M,27,1
2021-12-08,CARRERA 6 # 90-34,Motociclista,herido,Choque,M,24,1
2021-12-08,CARRERA 6 SUR CON CALLE 47,Motociclista,herido,Choque,M,31,1
2021-12-09,CALLE 110 # 51B-24,Ciclista,herido,Choque,M,48,1
2021-12-09,CALLE 110 CON CARRERA 26,Ciclista,herido,Choque,M,36,1
2021-12-09,CALLE 30 CARRERA 25,Motociclista,herido,Choque,M,36,1
2021-12-09,CALLE 70 CARRERA 59,Conductor,herido,Choque,M,42,1
2021-12-09,CALLE 72 CARRERA 71,Motociclista,herido,Choque,M,33,1
2021-12-09,CARRERA 27 CON CALLE 103,Motociclista,herido,Choque,F,51,1
2021-12-09,CARRERA 6 CALLE 90,Acompañante,herido,Choque,F,31,1
2021-12-09,CARRERA 6 CALLE 90,Conductor,herido,Choque,M,41,1
2021-12-10,CALLE 72 CARRERA 59,Conductor,herido,Choque,F,36,1
2021-12-10,CALLE 85 CARRERA 64,Motociclista,herido,Choque,M,23,1
2021-12-10,CALLE 85 CRA 47,Acompañante,herido,Volcamiento,F,29,1
2021-12-10,CALLE 85 CRA 47,Conductor,herido,Volcamiento,M,31,1
2021-12-10,CALLE 85 CRA 47,Conductor,herido,Volcamiento,M,41,1
2021-12-11,CARRERA 15 # 84-52,Peaton,herido,Atropello,M,6,1
2021-12-11,AVENIDA CIRCUNVALAR CALLE 98,Motociclista,herido,Choque,M,45,1
2021-12-11,CARRERA 41 CALLE 41,Motociclista,herido,Choque,M,33,1
2021-12-12,CALLE 31 CON CARRERA 30,Acompañante,herido,Choque,F,34,1
2021-12-12,CALLE 31 CON CARRERA 30,Motociclista,herido,Choque,M,39,1
2021-12-12,CARRERA 24 CALLE 28,Acompañante,herido,Choque,F,17,1
2021-12-12,CARRERA 24 CALLE 28,Conductor,herido,Choque,M,30,1
2021-12-13,CALLE 30 CARRERA 28,Peaton,herido,Atropello,M,36,1
2021-12-13,CALLE 110 CON CARRERA 46,Motociclista,herido,Choque,M,24,1
2021-12-13,CALLE 19 CARRERA 7,Motociclista,herido,Choque,F,29,1
2021-12-13,CALLE 80 CON CARRERA 43B,Motociclista,herido,Choque,M,31,1
2021-12-13,CARRERA 38 CALLE 41,Ciclista,herido,Choque,M,27,1
2021-12-13,CRA 38 CALLE 8,Motociclista,herido,Choque,M,52,1
2021-12-13,CRA 46 CALLE 85,Motociclista,herido,Choque,M,28,1
2021-12-14,CALLE 47 CON CRA 33,Ciclista,herido,Choque,M,25,1
2021-12-14,CARRERA 38 # 83,Acompañante,herido,Choque,M,29,1
2021-12-14,CARRERA 38 # 83,Motociclista,herido,Choque,M,33,1
2021-12-14,CARRERA 38 CALLE 54,Conductor,herido,Choque,M,56,1
2021-12-14,CARRERA 38 CALLE 54,Pasajero,herido,Choque,F,25,1
2021-12-14,CARRERA 38 CALLE 54,Pasajero,herido,Choque,M,24,1
2021-12-14,CARRERA 38 CALLE 54,Pasajero,herido,Choque,M,25,2
2021-12-14,CARRERA 38 CALLE 54,Pasajero,herido,Choque,M,29,1
2021-12-14,CARRERA 43 CALLE 56,Acompañante,herido,Choque,F,48,1
2021-12-14,CARRERA 43 CALLE 56,Motociclista,herido,Choque,F,37,1
2021-12-14,CARRERA 54 # 75-83,Conductor,herido,Choque,F,51,1
2021-12-15,CALLE 110 CARRERA 6 H,Peaton,herido,Atropello,F,53,1
2021-12-15,CALLE 45 # 45-12,Ciclista,herido,Choque,M,70,1
2021-12-15,CALLE 45 CON CARRERA 2B,Motociclista,herido,Choque,M,35,1
2021-12-15,CALLE 48 CON CARRERA 53,Motociclista,herido,Choque,M,19,1
2021-12-16,AVENIDA VIA 40 CON CALLE 79,Peaton,herido,Atropello,M,47,1
2021-12-16,AV. CIRCUNVALAR  CARRERA 25,Ciclista,herido,Choque,M,57,1
2021-12-16,CALLE 6 CARRERA 38,Motociclista,herido,Choque,M,31,1
2021-12-16,CALLE 82 # 51-59,Motociclista,herido,Choque,M,29,1
2021-12-16,CARRERA 4 CON CALLE 52C,Acompañante,herido,Choque,M,33,1
2021-12-17,VIA 40 # 73-226,Peaton,herido,Atropello,M,49,1
2021-12-17,VIA 40 CON 54-200,Peaton,muerto,Atropello,M,74,1
2021-12-17,AV CIRCUNVALAR CARRERA 37,Conductor,herido,Choque,M,54,1
2021-12-17,AV. CIRCUNVALAR CON CALLE 90,Motociclista,herido,Choque,M,32,1
2021-12-17,CALLE 70B CRA 32,Acompañante,herido,Choque,F,18,1
